Testtaker ID,Country,Region,Gender,Age,Year,Highest Level of Education,School/University,First-generation university,Employment Status,Role Applied,Department / Interest,Past Test Taker,Prepared with Online Materials,Desired Office,Ecosystem %,Time Spent on Ecosystem,Redrock %,Time Spent on Redrock,Seawolf %,Time Spent on Seawolf,Total Product Score,Process Score,Resume Score,Total Assessment Score,Status
MCK0132,Ukraine,Europe,Non-Binary,29,2022,MBA,Taras Shevchenko National University of Kyiv  ,Yes,Unemployed,Senior Service Designer,Visual Graphics & Media,No,Yes,Sri Lanka,77,15,67,20,66,17,70,82,71,74.33,Fail
MCK0133,South Africa,Africa,Non-Binary,27,2020,Masters,University of Pretoria  ,No,Self Employed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Romania,76,19,62,24,58,16,65.33,81,62,69.44,Fail
MCK0134,Germany,Europe,Male,25,2020,Masters,Universität Mannheim  ,Yes,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Panama,75,20,66,20,78,17,73,62,70,68.33,Fail
MCK0135,Kuwait,Middle East,Female,26,2021,MBA,Australian College of Kuwait  ,Yes,Employed,Executive Assistant,Global Administration,Yes,No,Norway,82,26,40,24,88,21,70,98,97,88.33,Pass
MCK0136,Austria,Europe,Male,32,2023,Medical Doctor,Graz University of Technology (TU Graz)  ,Yes,Unemployed,Accountant,Finance,No,No,Japan,92,32,59,35,77,33,76,75,68,73,Fail
MCK0137,Nigeria,Africa,Non-Binary,22,2023,Masters,American University of Nigeria  ,No,Self Employed,Junior Associate,Consulting,No,Yes,France,72,18,71,19,58,21,67,89,91,82.33,Pass
MCK0138,Thailand,Asia Pacific,Male,18,2025,Undergraduate,Chiang Mai University  ,No,Employed,Office Services Administrator,Global Administration,Yes,Yes,Greater China,95,18,71,19,81,18,82.33,76,60,72.78,Fail
MCK0139,Kenya,Africa,Male,29,2024,MBA,Moi University  ,No,Self Employed,Office Services Administrator,Global Administration,Yes,No,Czech Republic,73,23,39,29,83,27,65,85,84,78,Pass
MCK0140,Angola,Africa,Female,24,2024,Undergraduate,Jean Piaget University of Angola  ,Yes,Employed,Data Engineer,Analytics,Yes,Yes,Angola,54,19,73,19,58,19,61.67,60,72,64.56,Fail
MCK0141,Sweden,Europe,Non-Binary,32,2020,MBA,Uppsala University  ,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Costa Rica,51,22,60,25,88,18,66.33,85,61,70.78,Fail
MCK0142,Philippines,Asia Pacific,Female,29,2025,MBA,De La Salle University  ,No,Employed,Finance Analyst,Finance,No,No,South Africa,61,31,84,35,80,35,75,66,87,76,Pass
MCK0143,Chile,Central and South America,Female,23,2025,Masters,Universidad Técnica Federico Santa María  ,No,Unemployed,Executive Assistant,Global Administration,Yes,No,Panama,77,30,53,26,65,23,65,70,99,78,Pass
MCK0144,Saudi Arabia,Middle East,Male,27,2018,MBA,King Saud University  ,Yes,Employed,Finance Analyst,Finance,Yes,No,Nigeria,81,26,73,23,61,20,71.67,98,95,88.22,Pass
MCK0145,United Kingdom,Europe,Male,22,2019,Masters,University of Oxford,No,Self Employed,Consultant,Consulting,No,No,Austria,63,35,57,34,91,31,70.33,88,89,82.44,Pass
MCK0146,Morocco,Africa,Female,24,2024,MBA,Cadi Ayyad University  ,No,Student,Business Presentation Designer,Visual Graphics & Media,No,No,Hungary,57,34,77,34,71,33,68.33,74,99,80.44,Pass
MCK0147,Netherlands,Europe,Male,24,2021,MBA,Utrecht University  ,No,Student,Office Services Administrator,Global Administration,Yes,No,United States,50,18,53,20,79,15,60.67,78,67,68.56,Fail
MCK0148,Pakistan,Middle East,Female,26,2021,Masters,Institute of Space Technology  ,Yes,Self Employed,Junior Associate,Consulting,Yes,No,Ukraine,100,17,40,30,28,28,56,96,97,83,Pass
MCK0149,Japan,Asia Pacific,Female,29,2020,Masters,Kyoto University  ,Yes,Self Employed,Finance Analyst,Finance,Yes,Yes,Morocco,55,17,77,23,43,18,58.33,95,86,79.78,Pass
MCK0150,Turkey,Europe,Male,29,2023,Ph.D.,Boğaziçi University  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Thailand,97,18,78,23,73,20,82.67,70,76,76.22,Pass
MCK0151,Azerbaijan,Asia Pacific,Non-Binary,24,2022,Medical Doctor,Azerbaijan State Oil and Industry University  ,Yes,Employed,Consultant,Consulting,No,Yes,United Kingdom,66,22,61,16,79,23,68.67,73,89,76.89,Pass
MCK0152,Romania,Europe,Male,23,2023,Undergraduate,University of Craiova  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,No,Peru,82,23,86,28,66,18,78,77,79,78,Pass
MCK0153,Angola,Africa,Male,22,2018,Undergraduate,Metropolitan Polytechnic Institute of Angola (IMETRO)  ,No,Employed,Data Analyst,Analytics,Yes,Yes,New Zealand,55,15,38,24,45,17,46,62,88,65.33,Fail
MCK0154,Kuwait,Middle East,Male,30,2020,Masters,Arab Open University - Kuwait  ,Yes,Employed,Consultant,Consulting,Yes,No,Colombia,78,23,56,24,70,30,68,96,98,87.33,Pass
MCK0155,South Korea,Asia Pacific,Female,25,2021,Undergraduate,Seoul National University  ,No,Self Employed,Consultant,Consulting,No,No,Italy,67,34,43,34,79,34,63,75,90,76,Pass
MCK0156,Azerbaijan,Asia Pacific,Male,29,2021,Medical Doctor,Azerbaijan Medical University  ,Yes,Employed,Junior Associate,Consulting,No,No,Ukraine,38,30,48,35,82,32,56,72,85,71,Fail
MCK0157,Angola,Africa,Non-Binary,22,2021,Undergraduate,Private University of Angola (UPRA)  ,Yes,Employed,Communications Specialist - Sustainability,Communications,No,No,Australia,61,30,66,34,58,30,61.67,72,66,66.56,Fail
MCK0158,Portugal,Europe,Non-Binary,29,2025,Masters,University of Porto  ,No,Unemployed,Data Analyst,Analytics,No,Yes,South Korea,68,29,69,29,51,18,62.67,88,87,79.22,Pass
MCK0159,Costa Rica,Central and South America,Non-Binary,23,2024,Ph.D.,Universidad Nacional  ,No,Unemployed,Consultant,Consulting,Yes,Yes,Czech Republic,86,16,61,19,89,18,78.67,86,89,84.56,Pass
MCK0160,Norway,Europe,Male,25,2025,Ph.D.,University of Bergen  ,Yes,Unemployed,Consultant,Consulting,No,Yes,Greater China,78,27,44,22,96,17,72.67,80,92,81.56,Pass
MCK0161,Finland,Europe,Female,25,2020,Undergraduate,Tampere University  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,No,No,Saudi Arabia,60,31,57,35,84,30,67,73,87,75.67,Pass
MCK0162,Ethiopia,Africa,Female,25,2023,MBA,Jimma University  ,No,Student,Junior Associate,Consulting,No,Yes,Guatemala,47,23,82,15,53,30,60.67,74,65,66.56,Fail
MCK0163,Philippines,Asia Pacific,Male,34,2018,Law,Ateneo de Manila University  ,No,Self Employed,Data Engineer,Analytics,No,No,Croatia,68,35,64,33,69,32,67,74,100,80.33,Pass
MCK0164,Vietnam,Asia Pacific,Female,19,2024,Undergraduate,"Vietnam National University, Hanoi  ",No,Unemployed,Executive Assistant,Global Administration,Yes,No,Greater China,87,29,36,28,81,15,68,83,95,82,Pass
MCK0165,Azerbaijan,Asia Pacific,Male,35,2018,Post-Ph.D.,Azerbaijan Technical University  ,No,Self Employed,Accountant,Finance,Yes,Yes,Luxembourg,87,18,75,24,46,17,69.33,82,81,77.44,Pass
MCK0166,United Kingdom,Europe,Male,27,2019,Masters,University of Northampton  ,Yes,Self Employed,Director of Public Affairs - US Federal,Communications,No,No,Egypt,53,32,55,33,50,34,52.67,83,62,65.89,Fail
MCK0167,Poland,Europe,Non-Binary,26,2022,Masters,Jagiellonian University  ,Yes,Unemployed,Finance Analyst,Finance,No,Yes,France,48,27,54,19,74,27,58.67,75,80,71.22,Fail
MCK0168,Sweden,Europe,Male,17,2023,High School,Chalmers University of Technology  ,No,Student,Executive Assistant,Global Administration,No,No,Italy,100,30,68,35,96,31,88,90,93,90.33,Pass
MCK0169,Peru,Central and South America,Non-Binary,23,2020,Masters,National University of San Marcos  ,No,Unemployed,Office Services Administrator,Global Administration,No,Yes,Azerbaijan,74,30,68,28,68,20,70,67,72,69.67,Fail
MCK0170,Austria,Europe,Female,30,2022,MBA,University of Innsbruck  ,No,Student,Executive Assistant,Global Administration,No,No,Panama,100,31,50,33,62,31,70.67,76,88,78.22,Pass
MCK0171,Nigeria,Africa,Non-Binary,25,2018,MBA,Pan-Atlantic University  ,No,Student,Finance Analyst,Finance,Yes,No,Nigeria,87,23,63,23,64,29,71.33,79,95,81.78,Pass
MCK0172,New Zealand,Asia Pacific,Male,31,2019,Ph.D.,University of Transport and Communications  ,No,Unemployed,Communications Specialist - Sustainability,Communications,Yes,No,Saudi Arabia,89,15,59,25,69,16,72.33,94,67,77.78,Pass
MCK0173,Austria,Europe,Male,22,2018,Undergraduate,University of Salzburg  ,No,Student,Senior Service Designer,Visual Graphics & Media,Yes,No,Luxembourg,78,22,34,25,46,28,52.67,97,97,82.22,Pass
MCK0174,Morocco,Africa,Non-Binary,19,2021,Undergraduate,Hassan II University of Casablanca  ,Yes,Student,Data Engineer,Analytics,No,No,Ethiopia,91,31,50,35,68,30,69.67,70,78,72.56,Fail
MCK0175,Sweden,Europe,Female,28,2020,Law,University of Gothenburg  ,Yes,Unemployed,Consultant,Consulting,Yes,No,Sri Lanka,99,16,59,27,67,23,75,99,92,88.67,Pass
MCK0176,United States,North America,Non-Binary,34,2023,Ph.D.,Massachusetts Institute of Technology  ,Yes,Unemployed,Data Analyst,Analytics,Yes,Yes,Panama,88,16,51,19,88,20,75.67,76,87,79.56,Pass
MCK0177,United Kingdom,Europe,Female,32,2025,Post-Ph.D.,University of Wolverhampton  ,Yes,Self Employed,Data Engineer,Analytics,No,Yes,Costa Rica,88,15,87,24,60,26,78.33,63,79,73.44,Fail
MCK0178,Guatemala,Central and South America,Non-Binary,28,2022,Masters,Universidad de San Carlos de Guatemala  ,Yes,Self Employed,Office Services Administrator,Global Administration,Yes,No,Singapore,96,25,68,23,50,19,71.33,68,74,71.11,Fail
MCK0179,Ethiopia,Africa,Female,31,2025,Post-Ph.D.,Haramaya University  ,No,Employed,Communications Specialist - Sustainability,Communications,No,Yes,Costa Rica,36,26,48,26,74,30,52.67,76,80,69.56,Fail
MCK0180,United States,North America,Female,18,2023,Undergraduate,Harvard University  ,Yes,Unemployed,Executive Assistant,Global Administration,Yes,No,Austria,82,23,59,22,69,30,70,92,93,85,Pass
MCK0181,Israel,Europe,Non-Binary,30,2019,Masters,Hebrew University of Jerusalem  ,Yes,Student,Data Engineer,Analytics,No,No,Chile,73,31,75,34,48,35,65.33,98,86,83.11,Pass
MCK0182,Singapore,Asia Pacific,Female,24,2020,Masters,Nanyang Technological University  ,Yes,Self Employed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Bahrain,79,17,48,21,56,17,61,67,94,74,Fail
MCK0183,Colombia,Central and South America,Non-Binary,29,2023,MBA,Pontificia Universidad Javeriana  ,No,Student,Accountant,Finance,Yes,Yes,Ukraine,93,18,45,19,68,20,68.67,61,86,71.89,Fail
MCK0184,Pakistan,Asia Pacific,Non-Binary,22,2020,Masters,University of Karachi  ,No,Employed,Office Services Administrator,Global Administration,Yes,No,Costa Rica,100,23,73,21,63,24,78.67,75,99,84.22,Pass
MCK0185,Greater China,Asia Pacific,Male,26,2021,MBA,Fudan University  ,Yes,Self Employed,Consultant,Consulting,No,Yes,Spain,69,28,42,30,90,23,67,90,90,82.33,Pass
MCK0186,Philippines,Asia Pacific,Male,25,2019,MBA,University of Santo Tomas  ,Yes,Employed,Communications Specialist - Sustainability,Communications,No,Yes,United Kingdom,90,20,70,27,82,15,80.67,65,94,79.89,Pass
MCK0187,Turkey,Europe,Female,29,2021,MBA,Middle East Technical University  ,Yes,Employed,Accountant,Finance,No,Yes,Dominican Republic,63,19,37,19,78,23,59.33,68,83,70.11,Fail
MCK0188,Pakistan,Middle East,Female,24,2025,Masters,Allama Iqbal Open University  ,No,Employed,Office Services Administrator,Global Administration,No,Yes,Thailand,88,18,84,26,67,20,79.67,65,66,70.22,Fail
MCK0189,Croatia,Europe,Non-Binary,22,2021,Masters,Sveučilište u Splitu  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,No,No,United States,70,34,56,34,80,31,68.67,61,78,69.22,Fail
MCK0190,United Kingdom,Europe,Female,33,2021,Ph.D.,University of Cambridge,No,Self Employed,Data Analyst,Analytics,No,Yes,Vietnam,71,25,59,22,82,19,70.67,100,63,77.89,Pass
MCK0191,South Korea,Asia Pacific,Female,23,2024,Masters,Korea University  ,No,Employed,Data Engineer,Analytics,No,Yes,United Arab Emirates,66,28,81,21,79,28,75.33,65,74,71.44,Fail
MCK0192,Germany,Europe,Non-Binary,29,2020,MBA,Technische Universität Berlin  ,Yes,Employed,Consultant,Consulting,Yes,Yes,Greece,47,20,52,18,40,15,46.33,99,77,74.11,Fail
MCK0193,Ukraine,Europe,Male,28,2020,Masters,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""  ",No,Unemployed,Business Presentation Designer,Visual Graphics & Media,No,No,Pakistan,72,35,53,34,83,34,69.33,65,90,74.78,Fail
MCK0194,South Korea,Asia Pacific,Male,16,2018,High School,Yonsei University  ,Yes,Student,Consultant,Consulting,Yes,No,Romania,62,16,66,26,79,20,69,80,65,71.33,Fail
MCK0195,Germany,Europe,Female,27,2019,Masters,Universität Freiburg  ,Yes,Self Employed,Data Analyst,Analytics,Yes,Yes,Angola,79,20,77,22,100,20,85.33,82,92,86.44,Pass
MCK0196,Egypt,Middle East,Male,20,2025,Undergraduate,Mansoura University  ,No,Self Employed,Data Engineer,Analytics,Yes,No,United Arab Emirates,77,21,66,20,57,26,66.67,67,89,74.22,Fail
MCK0197,New Zealand,Asia Pacific,Non-Binary,27,2019,Masters,University of Auckland  ,Yes,Unemployed,Executive Assistant,Global Administration,Yes,No,Ecuador,60,28,76,27,84,26,73.33,88,90,83.78,Pass
MCK0198,Pakistan,Middle East,Female,20,2024,Undergraduate,NED University of Engineering and Technology  ,No,Self Employed,Executive Assistant,Global Administration,Yes,Yes,Egypt,60,17,40,25,60,19,53.33,65,76,64.78,Fail
MCK0199,Angola,Africa,Female,24,2020,Ph.D.,Lusiada University of Angola  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,No,No,Norway,73,33,54,35,72,33,66.33,98,91,85.11,Pass
MCK0200,Austria,Europe,Female,19,2025,Undergraduate,University of Linz (Johannes Kepler University Linz)  ,Yes,Unemployed,Executive Assistant,Global Administration,No,No,Spain,89,34,67,35,78,31,78,63,73,71.33,Fail
MCK0201,South Korea,Asia Pacific,Female,30,2023,MBA,Hanyang University  ,Yes,Employed,Office Services Administrator,Global Administration,No,No,Colombia,38,32,36,35,58,30,44,90,95,76.33,Pass
MCK0202,Indonesia,Asia Pacific,Non-Binary,25,2020,Undergraduate,Institut Teknologi Bandung  ,Yes,Employed,Data Engineer,Analytics,No,No,Greater China,66,31,73,35,57,33,65.33,65,76,68.78,Fail
MCK0203,Colombia,Central and South America,Non-Binary,25,2019,Masters,Universidad del Rosario  ,No,Unemployed,Data Engineer,Analytics,No,No,Peru,85,31,48,35,52,30,61.67,97,80,79.56,Pass
MCK0204,Azerbaijan,Asia Pacific,Non-Binary,29,2024,MBA,Azerbaijan University of Languages  ,No,Unemployed,Communications Specialist - Sustainability,Communications,No,Yes,Netherlands,58,19,94,18,58,16,70,82,64,72,Fail
MCK0205,Netherlands,Europe,Female,25,2018,Undergraduate,Erasmus University Rotterdam  ,No,Student,Communications Specialist - Sustainability,Communications,No,Yes,Bahrain,85,22,37,28,91,26,71,70,90,77,Pass
MCK0206,Sri Lanka,Asia Pacific,Non-Binary,30,2024,Masters,University of Sri Jayewardenepura  ,No,Self Employed,Data Analyst,Analytics,No,No,Denmark,80,34,64,35,76,34,73.33,62,90,75.11,Pass
MCK0207,Indonesia,Asia Pacific,Male,30,2019,MBA,Universitas Airlangga  ,No,Employed,Junior Associate,Consulting,No,Yes,South Africa,83,19,72,22,61,21,72,66,73,70.33,Fail
MCK0208,Pakistan,Asia Pacific,Female,25,2025,Masters,"University of Agriculture, Faisalabad  ",No,Self Employed,Communications Specialist - Sustainability,Communications,Yes,Yes,Sweden,65,19,61,22,80,15,68.67,83,91,80.89,Pass
MCK0209,Egypt,Middle East,Male,25,2022,MBA,Menoufia University  ,Yes,Employed,Director of Public Affairs - US Federal,Communications,No,Yes,Bahrain,74,28,72,26,79,25,75,95,98,89.33,Pass
MCK0210,Sri Lanka,Asia Pacific,Male,23,2023,Undergraduate,University of Moratuwa  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Brazil,72,15,34,30,62,19,56,69,95,73.33,Fail
MCK0211,Vietnam,Asia Pacific,Non-Binary,35,2021,Ph.D.,"Vietnam National University, Ho Chi Minh City  ",No,Unemployed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Kazakhstan,100,21,65,26,60,28,75,79,91,81.67,Pass
MCK0212,Sri Lanka,Asia Pacific,Female,26,2025,Masters,University of Kelaniya  ,No,Self Employed,Office Services Administrator,Global Administration,No,Yes,Ukraine,79,19,70,22,60,18,69.67,60,67,65.56,Fail
MCK0213,Israel,Europe,Non-Binary,32,2018,MBA,Technion - Israel Institute of Technology  ,No,Employed,Data Engineer,Analytics,No,Yes,Hungary,94,18,67,15,54,25,71.67,93,60,74.89,Fail
MCK0214,United Kingdom,Europe,Male,30,2024,Masters,University of East London  ,No,Self Employed,Office Services Administrator,Global Administration,No,No,India,88,34,54,33,67,33,69.67,94,95,86.22,Pass
MCK0215,Spain,Europe,Female,24,2022,Undergraduate,University of Granada  ,No,Employed,Accountant,Finance,Yes,No,Switzerland,60,29,69,24,68,28,65.67,74,72,70.56,Fail
MCK0216,Egypt,Middle East,Non-Binary,25,2020,Ph.D.,Tanta University  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,Yes,No,Angola,85,20,52,23,60,30,65.67,78,73,72.22,Fail
MCK0217,Pakistan,Middle East,Male,23,2018,Undergraduate,"Government College University, Lahore  ",No,Unemployed,Director of Public Affairs - US Federal,Communications,Yes,No,Angola,64,23,66,27,60,19,63.33,86,61,70.11,Fail
MCK0218,Egypt,Middle East,Non-Binary,24,2019,Masters,Zagazig University  ,No,Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Portugal,72,27,52,15,77,25,67,97,67,77,Pass
MCK0219,Indonesia,Asia Pacific,Female,31,2021,MBA,Institut Pertanian Bogor  ,No,Self Employed,Executive Assistant,Global Administration,No,No,Canada,49,33,64,34,96,34,69.67,98,82,83.22,Pass
MCK0220,Italy,Europe,Female,19,2022,Undergraduate,University of Padua  ,No,Employed,Consultant,Consulting,Yes,No,Panama,94,25,51,22,77,25,74,90,76,80,Pass
MCK0221,Egypt,Middle East,Female,25,2025,Masters,Damanhour University  ,Yes,Student,Accountant,Finance,No,No,Switzerland,80,32,82,34,32,30,64.67,99,65,76.22,Pass
MCK0222,United Arab Emirates,Middle East,Female,29,2021,Masters,Anwar Gargash Diplomatic Academy,Yes,Unemployed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Germany,92,19,56,18,59,17,69,78,82,76.33,Pass
MCK0223,Malaysia,Asia Pacific,Female,23,2023,Undergraduate,Universiti Sains Malaysia  ,No,Student,Executive Assistant,Global Administration,Yes,No,Denmark,63,20,41,24,61,28,55,68,90,71,Fail
MCK0224,United Kingdom,Europe,Male,21,2021,Undergraduate,University of Winchester  ,Yes,Self Employed,Executive Assistant,Global Administration,Yes,No,Brazil,59,26,63,29,79,30,67,80,97,81.33,Pass
MCK0225,United States,North America,Male,24,2020,Masters,Stanford University  ,Yes,Self Employed,Director of Public Affairs - US Federal,Communications,No,No,Bahrain,71,34,82,35,62,34,71.67,69,90,76.89,Pass
MCK0226,Brazil,Central and South America,Female,30,2021,Medical Doctor,Universidade de São Paulo,No,Self Employed,Accountant,Finance,No,No,Portugal,70,30,53,35,79,33,67.33,96,91,84.78,Pass
MCK0227,Qatar,Middle East,Female,23,2018,Ph.D.,Qatar University  ,No,Employed,Executive Assistant,Global Administration,No,Yes,Poland,85,20,67,15,68,17,73.33,61,88,74.11,Fail
MCK0228,Ecuador,Central and South America,Non-Binary,20,2024,Undergraduate,Universidad Central del Ecuador  ,No,Unemployed,Data Analyst,Analytics,No,No,Netherlands,55,31,55,33,92,32,67.33,99,79,81.78,Pass
MCK0229,India,Asia Pacific,Non-Binary,29,2019,Masters,IIT Madras,No,Self Employed,Executive Assistant,Global Administration,No,Yes,Belgium,90,25,64,17,64,29,72.67,62,92,75.56,Pass
MCK0230,Qatar,Middle East,Female,18,2023,High School,University of Calgary in Qatar  ,Yes,Student,Executive Assistant,Global Administration,No,No,Egypt,75,31,54,34,88,34,72.33,73,99,81.44,Pass
MCK0231,United Kingdom,Europe,Male,24,2023,MBA,University of York  ,Yes,Unemployed,Director of Public Affairs - US Federal,Communications,No,No,Argentina,62,30,74,33,62,34,66,66,80,70.67,Fail
MCK0232,Netherlands,Europe,Non-Binary,25,2018,Undergraduate,University of Groningen  ,Yes,Self Employed,Business Presentation Designer,Visual Graphics & Media,Yes,No,South Korea,95,18,66,24,59,20,73.33,79,65,72.44,Fail
MCK0233,Dominican Republic,Central and South America,Female,21,2018,Undergraduate,Universidad Iberoamericana  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,No,Yes,Morocco,70,28,71,23,63,21,68,87,93,82.67,Pass
MCK0234,New Zealand,Asia Pacific,Female,25,2024,Masters,University of Otago  ,No,Employed,Consultant,Consulting,Yes,No,Bahrain,75,30,52,25,96,26,74.33,96,82,84.11,Pass
